Fecha Local,Hora Local,Fecha UTC,Hora UTC,Latitud,Longitud,Profundidad(Km),Magnitud,Escala,Lugar de Referencia
06-01-03,20:20:00,06-01-03,23:20:00,-27.858,-70.328,75,4.3,Ml,54 km al S de Copiapó
06-01-03,20:12:00,06-01-03,23:12:00,-30.397,-68.93,161.8,3.6,Ml,132 km al N de San Juan
06-01-03,18:12:00,06-01-03,21:12:00,-34.809,-70.968,103.4,3.5,Mc,32 km al NE de Curicó
06-01-03,11:50:00,06-01-03,14:50:00,-29.366,-69.021,158.6,3.9,Ml,162 km al NE de Paihuano
06-01-03,09:51:00,06-01-03,12:51:00,-34.201,-72.059,6.1,3.6,Mc,35 km al SO de Navidad
06-01-03,07:36:00,06-01-03,10:36:00,-33.015,-70.89,72.3,2.2,Mc,34 km al SO de Los Andes.
06-01-03,06:56:00,06-01-03,09:56:00,-33.867,-72.06,6.8,2.9,Mc,52 km al SO de San Antonio
06-01-03,06:34:00,06-01-03,09:34:00,-33.902,-72.131,37.3,3.6,Mc,55 km al N de Pichilemu
06-01-03,06:31:00,06-01-03,09:31:00,-33.223,-70.446,97.9,2.5,Mc,22 km al E de Colina
06-01-03,05:39:00,06-01-03,08:39:00,-31.726,-69.746,147.1,3.6,Mc,116 km al E de Salamanca
06-01-03,05:31:00,06-01-03,08:31:00,-35.706,-71.39,101.7,3.6,Mc,40 km al SE de Talca
06-01-03,05:18:00,06-01-03,08:18:00,-33.994,-72.179,0.4,3.3,Mc,46 km al N de Pichilemu
06-01-03,04:11:00,06-01-03,07:11:00,-35.023,-70.976,102.6,3.3,Mc,49 km al S de San Fernando
06-01-03,23:28:00,07-01-03,02:28:00,-33.786,-70.187,105.3,2.4,Mc,50 km al S de Farellones
06-01-03,23:25:00,07-01-03,02:25:00,-34.553,-71.543,59.3,2.5,Mc,36 km al SO de Las Cabras
06-01-03,22:30:00,07-01-03,01:30:00,-33.767,-70.181,106.1,2.4,Mc,48 km al S de Farellones
06-01-03,22:19:00,07-01-03,01:19:00,-33.773,-70.37,110.7,3.3,Mc,45 km al SE de Santiago
06-01-03,22:00:00,07-01-03,01:00:00,-33.769,-70.73,110.4,3.1,Mc,38 km al O de San José de Maipo
06-01-03,21:54:00,07-01-03,00:54:00,-33.778,-70.369,112.4,6.0,Ml,46 km al SE de Santiago
07-01-03,20:22:00,07-01-03,23:22:00,-34.239,-70.499,107.4,3.0,Mc,59 km al NE de San Fernando
07-01-03,20:10:00,07-01-03,23:10:00,-31.979,-71.61,11.9,3.3,Mc,57 km al SO de Illapel
07-01-03,19:11:00,07-01-03,22:11:00,-31.562,-69.757,158.4,3.1,Mc,117 km al O de San Juan.
07-01-03,13:43:00,07-01-03,16:43:00,-33.176,-70.284,2.7,2.9,Mc,37 km al E de Colina
07-01-03,12:21:00,07-01-03,15:21:00,-32.222,-71.678,13,2.6,Ml,49 km al NO de La Ligua
07-01-03,11:31:00,07-01-03,14:31:00,-30.644,-71.683,28.4,4.8,Mc,46 km al O de Ovalle
07-01-03,09:52:00,07-01-03,12:52:00,-29.811,-71.605,27.8,3.4,Mc,50 km al N de Tongoy
07-01-03,07:54:00,07-01-03,10:54:00,-33.794,-70.225,105.6,2.5,Mc,50 km al S de Farellones
07-01-03,06:25:00,07-01-03,09:25:00,-29.554,-70.567,97.6,3.5,Mc,55 km al N de Vicuña
07-01-03,06:18:00,07-01-03,09:18:00,-33.767,-70.274,105.5,2.9,Mc,46 km al S de Farellones
07-01-03,06:06:00,07-01-03,09:06:00,-29.959,-71.925,6.7,3.3,Mc,65 km al O de La Serena
07-01-03,01:03:00,07-01-03,04:03:00,-32.47,-69.923,118,3.1,Mc,95 km al SE de Mina Los Pelambres
07-01-03,00:07:00,07-01-03,03:07:00,-33.773,-70.306,107.5,3.0,Mc,47 km al S de Farellones
07-01-03,22:55:00,08-01-03,01:55:00,-34.552,-71.946,0.9,3.2,Mc,37 km al N de Vichuquén
07-01-03,22:35:00,08-01-03,01:35:00,-31.158,-71.421,58.5,3.1,Mc,40 km al SO de Punitaqui
08-01-03,17:20:00,08-01-03,20:20:00,-32.673,-71.105,1.5,1.8,Ml,28 km al SE de La Ligua
08-01-03,14:20:00,08-01-03,17:20:00,-31.61,-69.773,137.8,3.0,Mc,115 km al E de Salamanca
08-01-03,13:52:00,08-01-03,16:52:00,-33.185,-70.219,0,2.9,Mc,43 km al E de Colina
08-01-03,13:37:00,08-01-03,16:37:00,-31.936,-71.38,36.5,3.2,Mc,39 km al SO de Illapel
08-01-03,12:20:00,08-01-03,15:20:00,-33.427,-70.358,98.9,2.7,Mc,24 km al N de San José de Maipo
08-01-03,11:33:00,08-01-03,14:33:00,-27.656,-70.873,12.4,4.2,Mc,63 km al O de Tierra Amarilla
08-01-03,06:03:00,08-01-03,09:03:00,-29.787,-71.64,12.8,2.7,Ml,52 km al SO de La Higuera
08-01-03,05:07:00,08-01-03,08:07:00,-34.22,-70.657,100.4,2.9,Mc,51 km al NE de San Fernando
08-01-03,05:02:00,08-01-03,08:02:00,-32.123,-71.424,1.5,3.4,Mc,40 km al NO de La Ligua
08-01-03,03:45:00,08-01-03,06:45:00,-29.983,-71.05,40.3,2.9,Ml,28 km al N de Andacollo
08-01-03,03:00:00,08-01-03,06:00:00,-39.547,-72.246,93.7,3.1,Mc,29 km al S de Villarrica
09-01-03,19:16:00,09-01-03,22:16:00,-30.573,-70.432,116.5,2.6,Mc,61 km al S de Paihuano
09-01-03,15:57:00,09-01-03,18:57:00,-31.794,-70.481,122.7,2.9,Mc,46 km al E de Salamanca
09-01-03,12:26:00,09-01-03,15:26:00,-32.731,-71.893,5,3.2,Mc,63 km al O de Quillota
09-01-03,11:43:00,09-01-03,14:43:00,-30.655,-70.358,0,3.8,Mc,71 km al S de Paihuano
09-01-03,09:15:00,09-01-03,12:15:00,-33.775,-70.357,106.5,3.5,Mc,46 km al SE de Santiago
09-01-03,06:52:00,09-01-03,09:52:00,-32.505,-72.276,42,3.8,Mc,98 km al SO de Los Vilos
09-01-03,06:48:00,09-01-03,09:48:00,-45.271,-79.375,10,5.2,Ms,518 km al SO de Quellón
09-01-03,06:42:00,09-01-03,09:42:00,-30.74,-71.266,56.8,2.7,Mc,16 km al S de Ovalle
09-01-03,01:15:00,09-01-03,04:15:00,-30.371,-71.653,31.1,2.1,Ml,50 km al NO de Ovalle
10-01-03,19:46:00,10-01-03,22:46:00,-27.925,-70.09,63.1,3.5,Mc,66 km al S de Copiapó
10-01-03,11:24:00,10-01-03,14:24:00,-35.352,-72.287,13.9,3.5,Mc,57 km al O de Talca
10-01-03,10:37:00,10-01-03,13:37:00,-31.325,-69.197,187.9,4.0,Mc,69 km al O de San Juan
10-01-03,08:31:00,10-01-03,11:31:00,-29.634,-71.112,73.3,3.1,Mc,33 km al NE de La Serena
10-01-03,01:55:00,10-01-03,04:55:00,-36.488,-73.704,43.2,3.2,Ml,83 km al NO de Lota
11-01-03,20:18:00,11-01-03,23:18:00,-33.276,-70.295,98.6,2.4,Mc,36 km al E de Colina
11-01-03,20:11:00,11-01-03,23:11:00,-29.235,-71.631,47.4,4.2,Mc,83 km al NO de La Serena
11-01-03,18:45:00,11-01-03,21:45:00,-31.413,-69.509,0.1,3.6,Mc,95 km al O de San Juan
11-01-03,17:13:00,11-01-03,20:13:00,-31.14,-70.175,128.4,3.5,Mc,85 km al NE de Mina Los Pelambres
11-01-03,13:00:00,11-01-03,16:00:00,-30.471,-69.606,3,3.7,Mc,117 km al SE de Vicuña
11-01-03,07:31:00,11-01-03,10:31:00,-30.842,-71.643,33.6,3.1,Mc,50 km al SO de Ovalle
11-01-03,06:45:00,11-01-03,09:45:00,-29.932,-71.454,35.5,3.1,Ml,36 km al N de Tongoy
11-01-03,06:05:00,11-01-03,09:05:00,-34.02,-70.101,5.1,3.0,Mc,61 km al E de Rancagua
11-01-03,03:24:00,11-01-03,06:24:00,-33.392,-70.901,73.4,2.3,Mc,30 km al SO de Colina
11-01-03,01:34:00,11-01-03,04:34:00,-31.194,-68.841,157,3.3,Mc,49 km al NO de San Juan
11-01-03,23:57:00,12-01-03,02:57:00,-30.461,-70.781,77.3,2.5,Mc,39 km al SE de Andacollo
12-01-03,20:47:00,12-01-03,23:47:00,-32.071,-70.235,115.7,2.7,Mc,69 km al E de Petorca
12-01-03,17:37:00,12-01-03,20:37:00,-30.677,-71.7,11.3,2.9,Ml,48 km al O de Ovalle
12-01-03,17:25:00,12-01-03,20:25:00,-31.376,-71.747,11.6,4.1,Mc,62 km al NO de Illapel
12-01-03,14:01:00,12-01-03,17:01:00,-33.152,-70.257,1.8,3.2,Mc,39 km al E de Colina
12-01-03,13:19:00,12-01-03,16:19:00,-31.598,-71.72,30.8,4.4,Mc,40 km al NO de Los Vilos
12-01-03,05:21:00,12-01-03,08:21:00,-33.266,-68.99,3,3.3,Mc,123 km al E de Farellones
12-01-03,00:37:00,12-01-03,03:37:00,-31.566,-69.824,155,2.9,Mc,111 km al E de Salamanca
13-01-03,20:59:00,13-01-03,23:59:00,-33.555,-68.781,15,4.3,Ml,144 km al E de Farellones
13-01-03,20:09:00,13-01-03,23:09:00,-28.814,-70.447,111.7,4.4,Ml,40 km al SE de Vallenar
13-01-03,16:36:00,13-01-03,19:36:00,-34.308,-73.603,16.2,3.4,Mc,157 km al NO de Constitución
13-01-03,16:34:00,13-01-03,19:34:00,-31.999,-71.585,58.9,2.9,Mc,57 km al SO de Illapel
13-01-03,06:45:00,13-01-03,09:45:00,-28.19,-69.011,140.6,3.4,Mc,158 km al NE de Alto del Carmen
13-01-03,05:15:00,13-01-03,08:15:00,-31.646,-70.416,120.4,2.9,Mc,54 km al E de Salamanca
13-01-03,03:40:00,13-01-03,06:40:00,-32.656,-70.894,5.7,3.1,Mc,39 km al SE de La Ligua
13-01-03,01:08:00,13-01-03,04:08:00,-33.434,-70.77,74.9,2.4,Mc,27 km al S de Colina
14-01-03,18:14:00,14-01-03,21:14:00,-33.138,-70.262,101.1,2.3,Mc,39 km al E de Colina
14-01-03,16:24:00,14-01-03,19:24:00,-32.576,-71.693,25,3.1,Mc,53 km al N de Valparaíso
14-01-03,14:13:00,14-01-03,17:13:00,-34.441,-70.513,117.6,2.0,Mc,46 km al E de San Fernando
14-01-03,13:41:00,14-01-03,16:41:00,-32.576,-71.788,25.5,3.8,Mc,55 km al N de Valparaíso
14-01-03,09:00:00,14-01-03,12:00:00,-33.574,-70.81,75.6,2.3,Mc,40 km al E de Melipilla
14-01-03,23:46:00,15-01-03,02:46:00,-34.442,-70.403,10.3,2.8,Mc,56 km al E de San Fernando
15-01-03,08:21:00,15-01-03,11:21:00,-28.656,-72.115,48.2,3.8,Mc,130 km al NO de La Higuera
15-01-03,07:32:00,15-01-03,10:32:00,-31.524,-69.837,153.2,3.1,Mc,111 km al E de Salamanca
15-01-03,07:16:00,15-01-03,10:16:00,-29.013,-69.485,153.5,3.6,Mc,133 km al E de Vallenar
16-01-03,19:14:00,16-01-03,22:14:00,-29.71,-72.007,16,4.1,Ml,78 km al NO de Tongoy
16-01-03,02:39:00,16-01-03,05:39:00,-33.816,-70.68,85,2.8,Mc,39 km al N de Rancagua
16-01-03,23:39:00,17-01-03,02:39:00,-33.761,-70.339,107.8,2.4,Mc,46 km al S de Farellones
16-01-03,23:31:00,17-01-03,02:31:00,-31.749,-71.344,50.5,3.3,Mc,24 km al NE de Los Vilos
17-01-03,14:43:00,17-01-03,17:43:00,-30.911,-71.095,82.4,2.9,Mc,27 km al SO de Monte Patria
17-01-03,14:23:00,17-01-03,17:23:00,-35.365,-70.907,99.2,2.8,Mc,62 km al SO de Termas del Flaco
17-01-03,14:18:00,17-01-03,17:18:00,-33.596,-71.602,5.4,2.9,Mc,36 km al SO de Casablanca
17-01-03,09:09:00,17-01-03,12:09:00,-30.449,-69.514,149.8,3.1,Mc,124 km al E de Vicuña
17-01-03,08:22:00,17-01-03,11:22:00,-31.498,-71.146,54.5,3.1,Mc,32 km al E de Canela Baja
17-01-03,05:09:00,17-01-03,08:09:00,-31.324,-69.047,166.1,3.6,Mc,56 km al NO de San Juan
17-01-03,01:42:00,17-01-03,04:42:00,-31.562,-71.687,21.5,2.8,Ml,42 km al NO de Los Vilos
17-01-03,00:28:00,17-01-03,03:28:00,-31.857,-69.771,128.6,2.6,Mc,113 km al E de Salamanca
18-01-03,18:20:00,18-01-03,21:20:00,-29.584,-71.51,42.2,4.0,Mc,43 km al NO de La Serena
18-01-03,15:55:00,18-01-03,18:55:00,-34.066,-70.324,6.9,3.3,Mc,47 km al S de San José de Maipo
18-01-03,13:15:00,18-01-03,16:15:00,-32.568,-70.044,117.4,3.4,Mc,90 km al N de Farellones
18-01-03,09:14:00,18-01-03,12:14:00,-34.508,-72.05,0.7,3.2,Mc,42 km al N de Vichuquén
18-01-03,06:30:00,18-01-03,09:30:00,-34.495,-71.12,65.6,2.1,Mc,28 km al NE de Santa Cruz
19-01-03,18:41:00,19-01-03,21:41:00,-35.016,-70.944,108.1,3.4,Mc,47 km al O de Termas del Flaco
19-01-03,15:51:00,19-01-03,18:51:00,-29.232,-71.283,32.8,4.2,Mc,74 km al N de La Serena
19-01-03,15:16:00,19-01-03,18:16:00,-32.468,-71.509,61.5,3.0,Mc,52 km al NO de Quillota
19-01-03,11:29:00,19-01-03,14:29:00,-32.088,-69.635,145.2,3.2,Mc,116 km al NO de Mendoza
19-01-03,07:31:00,19-01-03,10:31:00,-34.164,-70.556,115.8,3.4,Mc,61 km al S de San José de Maipo
19-01-03,06:18:00,19-01-03,09:18:00,-32.463,-71.845,13.3,3.4,Mc,68 km al N de Valparaíso
19-01-03,05:48:00,19-01-03,08:48:00,-31.583,-71.442,73.7,3.3,Mc,27 km al O de Illapel
19-01-03,03:53:00,19-01-03,06:53:00,-32.08,-70.415,49.1,3.9,Mc,52 km al E de Petorca
19-01-03,23:21:00,20-01-03,02:21:00,-32.846,-70.176,95.4,2.5,Mc,57 km al N de Farellones
20-01-03,20:26:00,20-01-03,23:26:00,-29.521,-71.387,70.4,3.9,Ml,44 km al N de La Serena
20-01-03,12:44:00,20-01-03,15:44:00,-34.732,-72.352,15,3.2,Mc,50 km al SO de Pichilemu
20-01-03,12:20:00,20-01-03,15:20:00,-32.713,-71.861,28.4,3.4,Mc,60 km al O de Quillota
20-01-03,12:11:00,20-01-03,15:11:00,-27.511,-70.482,84.2,3.7,Ml,22 km al SO de Copiapó
20-01-03,09:28:00,20-01-03,12:28:00,-30.809,-69.896,138.5,4.0,Mc,105 km al SE de Paihuano
20-01-03,09:10:00,20-01-03,12:10:00,-31.491,-70.22,128.8,3.0,Mc,78 km al NE de Salamanca
20-01-03,01:53:00,20-01-03,04:53:00,-34.159,-70.434,10.4,3.2,Mc,58 km al S de San José de Maipo
20-01-03,01:48:00,20-01-03,04:48:00,-32.313,-71.427,46.3,3.1,Mc,45 km al S de Los Vilos
20-01-03,00:20:00,20-01-03,03:20:00,-34.617,-72.269,32,3.4,Mc,39 km al NO de Vichuquén
20-01-03,23:32:00,21-01-03,02:32:00,-33.811,-71.961,40.5,3.5,Mc,41 km al SO de San Antonio
21-01-03,19:22:00,21-01-03,22:22:00,-34.116,-71.199,66.5,1.7,Mc,43 km al O de Rancagua
21-01-03,18:55:00,21-01-03,21:55:00,-33.323,-70.266,102.8,2.9,Mc,36 km al N de San José de Maipo
21-01-03,18:45:00,21-01-03,21:45:00,-30.503,-70.385,111.6,3.5,Mc,59 km al E de Monte Patria
21-01-03,15:36:00,21-01-03,18:36:00,-32.215,-71.47,45.1,3.3,Mc,34 km al NO de La Ligua
21-01-03,14:52:00,21-01-03,17:52:00,-32.821,-72.96,22,3.9,Mc,151 km al NO de San Antonio
21-01-03,11:47:00,21-01-03,14:47:00,-35.354,-71.984,10.4,3.3,Mc,39 km al E de Constitución
21-01-03,10:26:00,21-01-03,13:26:00,-30.124,-71.233,59.1,2.6,Mc,25 km al S de La Serena
21-01-03,09:26:00,21-01-03,12:26:00,-35.298,-70.986,113.1,3.5,Mc,63 km al SO de Termas del Flaco
21-01-03,04:48:00,21-01-03,07:48:00,-31.924,-72.861,27.2,3.8,Mc,145 km al SO de Canela Baja
21-01-03,04:06:00,21-01-03,07:06:00,-33.611,-70.409,109.1,3.5,Mc,30 km al SE de Santiago
22-01-03,14:05:00,22-01-03,17:05:00,-30.257,-70.732,11.9,3.7,Mc,33 km al SO de Paihuano
22-01-03,13:37:00,22-01-03,16:37:00,-30.288,-71.213,63.8,4.7,Mc,27 km al E de Tongoy
22-01-03,12:05:00,22-01-03,15:05:00,-29.853,-70.693,62.2,4.8,Mc,26 km al NO de Paihuano
22-01-03,05:01:00,22-01-03,08:01:00,-34.549,-70.55,124.9,2.9,Mc,46 km al S de Rancagua
22-01-03,22:50:00,23-01-03,01:50:00,-33.373,-70.269,101.4,3.3,Mc,31 km al N de San José de Maipo
22-01-03,22:37:00,23-01-03,01:37:00,-34.037,-70.679,95.3,2.1,Mc,53 km al SO de San José de Maipo
23-01-03,08:11:00,23-01-03,11:11:00,-31.601,-69.936,115.2,3.2,Mc,100 km al E de Salamanca
23-01-03,23:39:00,24-01-03,02:39:00,-28.781,-71.458,46.6,4.1,Mc,72 km al O de Vallenar
23-01-03,23:38:00,24-01-03,02:38:00,-32.919,-68.046,12.2,3.5,Mc,160 km al S de San Juan
24-01-03,14:06:00,24-01-03,17:06:00,-33.175,-70.269,6.2,3.1,Mc,38 km al E de Colina
24-01-03,13:41:00,24-01-03,16:41:00,-33.13,-70.219,3.8,2.9,Mc,43 km al E de Colina
24-01-03,09:45:00,24-01-03,12:45:00,-30.594,-71.83,2.8,3.8,Mc,60 km al O de Ovalle
24-01-03,06:04:00,24-01-03,09:04:00,-30.552,-69.451,5.8,3.9,Mc,134 km al SE de Vicuña
24-01-03,05:59:00,24-01-03,08:59:00,-34.469,-70.664,109,2.3,Mc,34 km al S de Rancagua
24-01-03,04:43:00,24-01-03,07:43:00,-30.771,-71.356,44.4,4.2,Mc,24 km al SO de Ovalle
24-01-03,03:36:00,24-01-03,06:36:00,-30.778,-71.369,44.9,3.3,Mc,25 km al SO de Ovalle
24-01-03,02:20:00,24-01-03,05:20:00,-29.607,-71.044,48.6,3.4,Mc,38 km al NE de La Serena
24-01-03,00:59:00,24-01-03,03:59:00,-27.712,-69.306,95,4.4,Ml,108 km al E de Copiapó
25-01-03,13:34:00,25-01-03,16:34:00,-32.691,-71.505,27.1,3.1,Mc,37 km al SO de La Ligua
25-01-03,07:16:00,25-01-03,10:16:00,-27.701,-69.198,32.7,3.7,Mc,118 km al E de Copiapó
25-01-03,06:22:00,25-01-03,09:22:00,-34.849,-68.611,2.3,3.2,Mc,209 km al SE de San José de Maipo
26-01-03,20:53:00,26-01-03,23:53:00,-32.732,-71.678,27.1,3.0,Mc,44 km al O de Quillota
26-01-03,19:04:00,26-01-03,22:04:00,-30.605,-71.725,8.8,3.9,Mc,50 km al O de Ovalle
26-01-03,14:22:00,26-01-03,17:22:00,-27.979,-70.944,78.1,4.1,Mc,68 km al N de Vallenar
26-01-03,14:14:00,26-01-03,17:14:00,-34.4,-70.665,106.2,1.8,Mc,36 km al NE de San Fernando
26-01-03,13:37:00,26-01-03,16:37:00,-33.88,-70.227,116,2.3,Mc,57 km al NE de Rancagua
26-01-03,13:05:00,26-01-03,16:05:00,-33.923,-71.064,57.4,1.7,Mc,41 km al NO de Rancagua
26-01-03,10:07:00,26-01-03,13:07:00,-29.706,-71.514,51.5,3.9,Mc,37 km al SO de La Higuera
26-01-03,09:31:00,26-01-03,12:31:00,-34.382,-70.466,11.7,3.0,Mc,53 km al NE de San Fernando
26-01-03,06:35:00,26-01-03,09:35:00,-31.527,-71.906,20.5,3.5,Mc,57 km al NO de Los Vilos
26-01-03,05:39:00,26-01-03,08:39:00,-30.808,-71.384,78.5,2.8,Mc,29 km al SO de Ovalle
26-01-03,04:36:00,26-01-03,07:36:00,-29.162,-71.234,46.7,2.8,Ml,77 km al S de Huasco
26-01-03,01:31:00,26-01-03,04:31:00,-31.736,-69.726,155.6,3.3,Mc,116 km al O de San Juan.
27-01-03,15:55:00,27-01-03,18:55:00,-28.556,-69.95,76.1,4.0,Ml,79 km al E de Vallenar
27-01-03,13:28:00,27-01-03,16:28:00,-30.683,-69.26,5.2,3.8,Mc,118 km al NO de San Juan
27-01-03,12:59:00,27-01-03,15:59:00,-28.826,-71.347,18.1,3.3,Ml,64 km al SO de Vallenar
27-01-03,12:37:00,27-01-03,15:37:00,-34.388,-70.744,101.6,2.3,Mc,31 km al NE de San Fernando
27-01-03,09:55:00,27-01-03,12:55:00,-32.093,-71.108,82.3,2.7,Mc,37 km al S de Salamanca
28-01-03,17:47:00,28-01-03,20:47:00,-32.716,-71.75,24.1,3.2,Mc,50 km al O de Quillota
28-01-03,15:46:00,28-01-03,18:46:00,-31.17,-70.757,110.2,2.8,Mc,56 km al S de Monte Patria
28-01-03,11:52:00,28-01-03,14:52:00,-32.722,-71.472,25.8,3.2,Mc,38 km al SO de La Ligua
28-01-03,09:38:00,28-01-03,12:38:00,-32.949,-69.918,107.9,2.8,Mc,65 km al E de Los Andes.
28-01-03,05:45:00,28-01-03,08:45:00,-34.762,-71.731,34.9,3.4,Mc,36 km al O de Santa Cruz
28-01-03,04:56:00,28-01-03,07:56:00,-30.691,-65.325,146.7,4.6,Mc,205 km al SE de La Rioja
28-01-03,04:15:00,28-01-03,07:15:00,-34.753,-72.362,15.2,3.1,Mc,52 km al SO de Pichilemu
28-01-03,03:42:00,28-01-03,06:42:00,-32.945,-68.277,0,3.2,Mc,158 km al S de San Juan.
28-01-03,02:40:00,28-01-03,05:40:00,-32.153,-70.221,88.7,2.6,Mc,68 km al E de Petorca
28-01-03,02:03:00,28-01-03,05:03:00,-34.59,-72.357,15,3.1,Mc,47 km al NO de Vichuquén
28-01-03,01:32:00,28-01-03,04:32:00,-34.687,-71.876,33.5,3.2,Mc,36 km al S de Pichilemu
28-01-03,00:49:00,28-01-03,03:49:00,-30.594,-71.322,42.9,3.1,Mc,27 km al N de Punitaqui
28-01-03,22:26:00,29-01-03,01:26:00,-31.645,-69.533,143.8,2.7,Mc,97 km al O de San Juan
29-01-03,20:26:00,29-01-03,23:26:00,-33.804,-70.793,77.6,2.2,Mc,41 km al E de Melipilla
29-01-03,18:56:00,29-01-03,21:56:00,-32.526,-71.66,31.6,4.0,Mc,55 km al NO de Quillota
29-01-03,17:31:00,29-01-03,20:31:00,-31.323,-71.25,85,3.4,Mc,29 km al SO de Combarbalá
29-01-03,15:44:00,29-01-03,18:44:00,-36.652,-72.283,62.6,3.7,Mc,44 km al N de Cabrero
29-01-03,14:19:00,29-01-03,17:19:00,-32.287,-71.744,14.2,3.9,Mc,51 km al O de La Ligua
29-01-03,13:53:00,29-01-03,16:53:00,-33.127,-70.263,2.8,3.2,Mc,39 km al E de Colina
29-01-03,10:12:00,29-01-03,13:12:00,-34.287,-70.447,10.2,3.3,Mc,60 km al NE de San Fernando
29-01-03,09:47:00,29-01-03,12:47:00,-33.549,-71.638,39.8,3.2,Mc,33 km al SO de Casablanca
