Fecha Local,Hora Local,Fecha UTC,Hora UTC,Latitud,Longitud,Profundidad(Km),Magnitud,Escala,Lugar de Referencia
08-01-04,18:31:00,08-01-04,21:31:00,-30.69,-71.748,15.1,2.9,Mc,53 km al O de Ovalle
08-01-04,09:50:00,08-01-04,12:50:00,-30.634,-71.974,2.9,2.9,Ml,72 km al O de Punitaqui
08-01-04,03:20:00,08-01-04,06:20:00,-31.662,-70.12,135,3.1,Mc,81 km al E de Salamanca
08-01-04,02:50:00,08-01-04,05:50:00,-35.197,-71.403,92.3,2.5,Mc,35 km al NE de Talca
08-01-04,02:34:00,08-01-04,05:34:00,-32.719,-71.737,25.1,3.2,Mc,49 km al O de Quillota 
08-01-04,01:59:00,08-01-04,04:59:00,-29.055,-71.404,31.3,2.8,Ml,68 km al S de Huasco
08-01-04,01:56:00,08-01-04,04:56:00,-29.01,-71.262,55.9,3.1,Mc,60 km al S de Huasco
07-01-04,21:40:00,08-01-04,00:40:00,-31.321,-69.257,145,3.7,Mc,74 km al O de San Juan
09-01-04,20:28:00,09-01-04,23:28:00,-33.141,-70.295,15,3.3,Mc,36 km al E de Colina
09-01-04,20:26:00,09-01-04,23:26:00,-33.137,-70.295,15,2.7,Ml,36 km al E de Colina
09-01-04,19:04:00,09-01-04,22:04:00,-30.688,-71.198,49.1,3.4,Mc,17 km al N de Punitaqui
09-01-04,14:36:00,09-01-04,17:36:00,-33.014,-70.278,95.5,2.8,Mc,38 km al N de Farellones
09-01-04,13:32:00,09-01-04,16:32:00,-28.498,-71.285,31.2,4.2,Mc,52 km al O de Vallenar
09-01-04,12:56:00,09-01-04,15:56:00,-35.39,-72.413,1.9,3.6,Mc,65 km al N de Cauquenes
09-01-04,11:48:00,09-01-04,14:48:00,-34.24,-71.061,66.4,2.4,Mc,31 km al O de Rancagua
09-01-04,08:50:00,09-01-04,11:50:00,-25.69,-70.715,47,4.4,Ml,73 km al N de Chañaral.
09-01-04,08:41:00,09-01-04,11:41:00,-25.701,-70.637,47,4.0,Ml,72 km al N de Chañaral.
09-01-04,08:40:00,09-01-04,11:40:00,-33.7,-70.136,7,2.9,Mc,42 km al SE de Farellones
09-01-04,06:34:00,09-01-04,09:34:00,-31.175,-71.581,30,3.2,Mc,49 km al SO de Punitaqui
09-01-04,05:00:00,09-01-04,08:00:00,-32.115,-71.353,69,3.5,Mc,39 km al N de La Ligua
09-01-04,02:53:00,09-01-04,05:53:00,-32.837,-70.375,102.6,2.9,Mc,49 km al NE de Colina
09-01-04,00:38:00,09-01-04,03:38:00,-33.309,-71.111,64.4,3.0,Mc,42 km al O de Colina
08-01-04,23:40:00,09-01-04,02:40:00,-34.122,-72.048,40.2,3.2,Mc,30 km al N de Pichilemu
10-01-04,14:03:00,10-01-04,17:03:00,-31.967,-70.28,119.7,2.9,Mc,68 km al E de Salamanca
10-01-04,10:45:00,10-01-04,13:45:00,-31.958,-70.647,94.3,2.8,Mc,36 km al SE de Salamanca
10-01-04,05:04:00,10-01-04,08:04:00,-32.93,-69.308,15.2,3.8,Mc,105 km al NE de Farellones
10-01-04,04:25:00,10-01-04,07:25:00,-30.925,-71.84,47.8,6.0,Ml,64 km al NO de Canela Baja
10-01-04,03:25:00,10-01-04,06:25:00,-31.172,-71.184,84,2.5,Mc,36 km al NE de Canela Baja
10-01-04,02:03:00,10-01-04,05:03:00,-28.883,-71.377,35,4.8,Ml,70 km al SO de Vallenar
11-01-04,18:25:00,11-01-04,21:25:00,-31.172,-68.505,150,4.0,Mc,40 km al N de San Juan.
11-01-04,16:39:00,11-01-04,19:39:00,-33.177,-70.617,89.2,2.6,Mc,29 km al N de Santiago
11-01-04,15:33:00,11-01-04,18:33:00,-30.854,-71.784,24,2.5,Ml,62 km al SO de Ovalle
11-01-04,09:37:00,11-01-04,12:37:00,-31.044,-71.286,51.9,3.6,Mc,31 km al NO de Combarbalá
11-01-04,08:16:00,11-01-04,11:16:00,-35.16,-71.265,103.1,3.6,Mc,47 km al NE de Talca
11-01-04,08:14:00,11-01-04,11:14:00,-32.529,-71.693,28.2,3.3,Mc,57 km al NO de Quillota 
11-01-04,07:45:00,11-01-04,10:45:00,-32.596,-71.7,14.8,4.0,Mc,51 km al N de Valparaíso
11-01-04,03:02:00,11-01-04,06:02:00,-31.352,-71.653,16,2.3,Ml,56 km al NO de Illapel
11-01-04,00:06:00,11-01-04,03:06:00,-32.927,-69.404,3,3.5,Mc,97 km al NE de Farellones
12-01-04,20:48:00,12-01-04,23:48:00,-35.373,-70.614,2.7,3.2,Mc,71 km al SE de Curicó
12-01-04,18:51:00,12-01-04,21:51:00,-28.653,-71.282,47.7,3.8,Ml,52 km al O de Vallenar
12-01-04,18:08:00,12-01-04,21:08:00,-34.431,-70.666,112.9,3.5,Mc,34 km al NE de San Fernando
12-01-04,08:21:00,12-01-04,11:21:00,-23.031,-68.773,120,4.6,Ml,60 km al O de San Pedro de Atacama
13-01-04,18:54:00,13-01-04,21:54:00,-22.663,-63.484,536,5.2,Mb,307 km al NE de Salta
13-01-04,18:28:00,13-01-04,21:28:00,16.161,-96.885,33,5.5,Mb,4011 km al NO de Pisco
13-01-04,16:58:00,13-01-04,19:58:00,-32.554,-71.524,26,2.9,Mc,44 km al NO de Quillota 
13-01-04,14:53:00,13-01-04,17:53:00,-32.549,-71.546,26.1,3.4,Mc,46 km al NO de Quillota 
13-01-04,13:50:00,13-01-04,16:50:00,-33.145,-70.327,0,2.7,Mc,33 km al E de Colina
13-01-04,13:18:00,13-01-04,16:18:00,-33.836,-70.376,119.4,3.1,Mc,50 km al NE de Rancagua
13-01-04,10:18:00,13-01-04,13:18:00,-32.354,-71.314,50,3.3,Mc,38 km al O de Petorca
13-01-04,06:14:00,13-01-04,09:14:00,-30.863,-71.584,35,3.5,Mc,46 km al SO de Ovalle
13-01-04,04:51:00,13-01-04,07:51:00,-32.901,-70.919,69,2.8,Mc,31 km al O de Los Andes.
13-01-04,04:30:00,13-01-04,07:30:00,-31.944,-70.26,117.4,2.8,Mc,69 km al E de Salamanca
13-01-04,03:47:00,13-01-04,06:47:00,-29.568,-71.36,71,3.8,Ml,39 km al N de La Serena
13-01-04,03:10:00,13-01-04,06:10:00,-33.357,-69.822,2.3,3.5,Mc,58 km al NE de San José de Maipo
14-01-04,17:03:00,14-01-04,20:03:00,-32.681,-71.668,31,4.1,Mc,45 km al NO de Quillota 
14-01-04,07:26:00,14-01-04,10:26:00,-30.889,-71.355,59.4,2.3,Mc,35 km al SO de Ovalle
14-01-04,03:29:00,14-01-04,06:29:00,-31.282,-70.205,136.9,2.5,Mc,77 km al E de Combarbalá
15-01-04,20:06:00,15-01-04,23:06:00,-34.163,-70.402,15.1,2.3,Mc,58 km al S de San José de Maipo
15-01-04,14:00:00,15-01-04,17:00:00,-33.153,-70.317,0.6,2.1,Ml,34 km al E de Colina
15-01-04,08:20:00,15-01-04,11:20:00,-31.192,-68.806,180.8,3.1,Mc,47 km al NO de San Juan
15-01-04,07:19:00,15-01-04,10:19:00,-31.527,-69.609,121.6,2.8,Mc,103 km al O de San Juan.
15-01-04,05:31:00,15-01-04,08:31:00,-31.63,-71.773,12.8,3.6,Mc,40 km al NO de Los Vilos
15-01-04,04:52:00,15-01-04,07:52:00,-25.056,-69.846,76,4.7,Mc,118 km al SO de Mina La Escondida.
15-01-04,00:41:00,15-01-04,03:41:00,-30.404,-72.046,15,3.4,Mc,84 km al O de Ovalle
16-01-04,20:49:00,16-01-04,23:49:00,-34.803,-71.177,72.1,2.7,Mc,25 km al SE de Santa Cruz
16-01-04,20:23:00,16-01-04,23:23:00,-31.639,-71.577,59.2,2.3,Mc,31 km al N de Los Vilos
16-01-04,20:03:00,16-01-04,23:03:00,-31.587,-70.328,125,2.2,Ml,64 km al E de Salamanca
16-01-04,20:02:00,16-01-04,23:02:00,-32.8,-70.199,105.6,2.5,Mc,62 km al N de Farellones
16-01-04,15:44:00,16-01-04,18:44:00,-34.721,-70.662,122.4,3.1,Mc,34 km al SE de San Fernando
16-01-04,15:07:00,16-01-04,18:07:00,7.688,-37.671,10,5.9,Mb,4294 km al NE de La Paz
16-01-04,12:26:00,16-01-04,15:26:00,-35.016,-70.266,150.6,2.6,Mc,82 km al SE de San Fernando
16-01-04,11:33:00,16-01-04,14:33:00,-34.728,-71.095,79.6,2.5,Mc,27 km al E de Santa Cruz
16-01-04,10:05:00,16-01-04,13:05:00,-27.681,-69.05,100,3.6,Ml,131 km al E de Copiapó
16-01-04,04:16:00,16-01-04,07:16:00,-31.312,-69.553,149.7,3.5,Mc,102 km al O de San Juan
17-01-04,18:13:00,17-01-04,21:13:00,17.815,-95.395,106,5.1,Mb,4074 km al NO de Pisco
17-01-04,17:50:00,17-01-04,20:50:00,-30.89,-71.361,47.7,2.6,Ml,35 km al SO de Ovalle
17-01-04,16:38:00,17-01-04,19:38:00,-32.655,-71.519,35.6,3.0,Mc,36 km al NO de Quillota 
17-01-04,14:15:00,17-01-04,17:15:00,-33.296,-72.333,31.3,3.3,Mc,74 km al NO de San Antonio
17-01-04,14:12:00,17-01-04,17:12:00,-33.332,-72.487,32.7,4.4,Ml,87 km al O de Valparaíso
17-01-04,08:10:00,17-01-04,11:10:00,-31.928,-70.609,114.4,2.6,Mc,37 km al SE de Salamanca
17-01-04,01:33:00,17-01-04,04:33:00,-27.617,-67.504,145,4.0,Mc,209 km al N de La Rioja
18-01-04,20:11:00,18-01-04,23:11:00,-32.884,-72.472,15.1,3.2,Mc,110 km al NO de Casablanca
18-01-04,19:32:00,18-01-04,22:32:00,-31.678,-70.545,0,3.1,Mc,41 km al E de Salamanca
18-01-04,17:37:00,18-01-04,20:37:00,-30.683,-71.769,15.5,2.8,Mc,54 km al SO de Tongoy
18-01-04,14:34:00,18-01-04,17:34:00,-37.38,-74.429,16.5,4.6,Ml,100 km al O de Arauco
18-01-04,11:07:00,18-01-04,14:07:00,-47.022,-11.114,10,4.9,Mb,3950 km al E de Puerto Williams
18-01-04,08:59:00,18-01-04,11:59:00,-31.687,-71.701,27.7,2.8,Mc,39 km al SO de Canela Baja
18-01-04,05:27:00,18-01-04,08:27:00,-31.574,-69.602,130.9,3.1,Mc,102 km al O de San Juan.
18-01-04,03:52:00,18-01-04,06:52:00,-33.48,-70.975,70.5,1.9,Mc,32 km al NE de Melipilla
18-01-04,03:17:00,18-01-04,06:17:00,-33.322,-72.386,35.2,3.7,Mc,78 km al SO de Valparaíso
18-01-04,00:38:00,18-01-04,03:38:00,-32.449,-71.606,29.2,3.2,Mc,58 km al NO de Quillota 
19-01-04,16:18:00,19-01-04,19:18:00,-34.464,-70.48,115.6,2.4,Mc,49 km al E de San Fernando
19-01-04,13:22:00,19-01-04,16:22:00,-29.93,-71.329,47.6,3.7,Mc,39 km al NE de Tongoy
19-01-04,10:53:00,19-01-04,13:53:00,-30.917,-71.434,65.8,2.8,Mc,41 km al SO de Ovalle
19-01-04,02:47:00,19-01-04,05:47:00,-31.734,-71.723,31.1,5.3,Ml,45 km al SO de Canela Baja
19-01-04,00:56:00,19-01-04,03:56:00,-33.978,-70.118,8.1,2.7,Mc,61 km al E de Rancagua
20-01-04,17:39:00,20-01-04,20:39:00,-35.325,-70.918,107.1,2.9,Mc,60 km al SO de Termas del Flaco
20-01-04,14:01:00,20-01-04,17:01:00,-33.151,-70.235,1.3,3.1,Mc,42 km al E de Colina
20-01-04,13:38:00,20-01-04,16:38:00,-32.106,-71.135,83,3.3,Mc,39 km al N de La Ligua
20-01-04,12:16:00,20-01-04,15:16:00,-29.152,-68.284,150,4.1,Ml,219 km al E de Alto del Carmen
20-01-04,06:06:00,20-01-04,09:06:00,-34.681,-70.719,103.5,2.8,Mc,40 km al NO de Termas del Flaco
20-01-04,03:31:00,20-01-04,06:31:00,-33.512,-69.854,120.6,4.0,Mc,48 km al E de San José de Maipo
21-01-04,16:32:00,21-01-04,19:32:00,-34.514,-72.519,25,3.3,Mc,63 km al NO de Vichuquén
21-01-04,08:04:00,21-01-04,11:04:00,-35.699,-66.979,10,4.2,Mc,325 km al E de Termas del Flaco
21-01-04,03:07:00,21-01-04,06:07:00,-35.321,-70.828,110.4,2.8,Mc,54 km al SO de Termas del Flaco
21-01-04,01:11:00,21-01-04,04:11:00,-31.548,-69.9,162.1,3.0,Mc,104 km al E de Salamanca
22-01-04,16:40:00,22-01-04,19:40:00,-31.07,-71.303,61.5,3.9,Mc,31 km al NO de Combarbalá
22-01-04,15:23:00,22-01-04,18:23:00,-34.292,-70.643,89.1,2.5,Mc,45 km al NE de San Fernando
22-01-04,14:53:00,22-01-04,17:53:00,-32.384,-69.967,108.8,3.1,Mc,85 km al SE de Mina Los Pelambres
22-01-04,10:16:00,22-01-04,13:16:00,-33.632,-70.121,0.2,2.3,Mc,36 km al SE de Farellones
22-01-04,09:48:00,22-01-04,12:48:00,-34.513,-70.531,122.9,2.4,Mc,43 km al SE de Rancagua
22-01-04,07:52:00,22-01-04,10:52:00,-35.673,-71.561,102.1,3.1,Mc,29 km al S de Talca
23-01-04,20:03:00,23-01-04,23:03:00,-31.637,-71.344,46.2,3.4,Mc,29 km al S de Canela Baja
23-01-04,13:50:00,23-01-04,16:50:00,-33.137,-70.235,3,1.9,Ml,42 km al E de Colina
23-01-04,13:43:00,23-01-04,16:43:00,-33.69,-70.66,27,2.9,Mc,29 km al O de San José de Maipo
23-01-04,06:14:00,23-01-04,09:14:00,-32.483,-71.346,54,2.2,Ml,45 km al N de Quillota 
23-01-04,06:01:00,23-01-04,09:01:00,37.214,140.935,65,5.2,Mb,15336 km al NO de Lima
23-01-04,03:49:00,23-01-04,06:49:00,-58.389,-139.719,10,5.4,Mw,4175 km al SO de Puerto Natales
23-01-04,03:43:00,23-01-04,06:43:00,-32.511,-70.235,113.4,2.6,Mc,72 km al SE de Petorca
23-01-04,03:07:00,23-01-04,06:07:00,-30.626,-71.679,31.3,2.4,Ml,46 km al O de Ovalle
23-01-04,02:00:00,23-01-04,05:00:00,-23.4,-69.587,31.3,5.5,Ml,62 km al SO de Sierra Gorda.
23-01-04,00:58:00,23-01-04,03:58:00,-33.303,-72.369,33.2,3.4,Mc,77 km al NO de San Antonio
24-01-04,20:36:00,24-01-04,23:36:00,-33.148,-69.959,105.1,2.4,Mc,66 km al NE de San José de Maipo
24-01-04,17:05:00,24-01-04,20:05:00,-33.693,-70.673,25.6,2.9,Mc,30 km al O de San José de Maipo
24-01-04,09:44:00,24-01-04,12:44:00,-35.543,-71.56,84.5,3.6,Mc,34 km al N de Linares
24-01-04,09:43:00,24-01-04,12:43:00,-29.723,-71.97,38.8,3.9,Ml,75 km al NO de Tongoy
24-01-04,09:29:00,24-01-04,12:29:00,-30.713,-70.539,107,3.0,Mc,65 km al E de Ovalle
24-01-04,06:50:00,24-01-04,09:50:00,-32.817,-70.912,67.1,3.1,Mc,32 km al E de Quillota 
24-01-04,03:51:00,24-01-04,06:51:00,-29.55,-69.625,145,3.8,Mc,118 km al NE de Vicuña
24-01-04,03:15:00,24-01-04,06:15:00,-30.92,-71.569,70.6,3.2,Mc,50 km al SO de Ovalle
24-01-04,02:28:00,24-01-04,05:28:00,-29.422,-71.951,36.6,3.6,Mc,86 km al NO de La Serena
24-01-04,01:48:00,24-01-04,04:48:00,-33.692,-70.662,26.1,3.4,Mc,29 km al O de San José de Maipo
25-01-04,16:56:00,25-01-04,19:56:00,-33.511,-70.984,68.3,3.3,Mc,32 km al O de Santiago
25-01-04,16:15:00,25-01-04,19:15:00,-32.521,-71.805,26,3.4,Mc,61 km al N de Valparaíso
25-01-04,10:29:00,25-01-04,13:29:00,-33.699,-70.669,25,2.8,Mc,30 km al O de San José de Maipo
25-01-04,09:04:00,25-01-04,12:04:00,-32.318,-70.936,67.5,3.4,Mc,31 km al NE de La Ligua
25-01-04,08:43:00,25-01-04,11:43:00,16.84,-174.168,130,6.5,Mb,11148 km al O de Lima
25-01-04,08:37:00,25-01-04,11:37:00,-31.479,-68.585,60,2.7,Mc,9 km al NO de San Juan
25-01-04,05:53:00,25-01-04,08:53:00,-33.707,-70.677,26.1,2.4,Mc,31 km al O de San José de Maipo
25-01-04,00:49:00,25-01-04,03:49:00,-34.087,-70.537,82.6,1.5,Mc,52 km al S de San José de Maipo
26-01-04,19:49:00,26-01-04,22:49:00,-35.321,-73.376,15,4.3,Mc,104 km al NO de Cobquecura
26-01-04,13:39:00,26-01-04,16:39:00,-33.146,-70.237,1,3.4,Mc,41 km al E de Colina
26-01-04,13:16:00,26-01-04,16:16:00,-34.267,-70.593,109.7,2.4,Mc,51 km al NE de San Fernando
26-01-04,11:30:00,26-01-04,14:30:00,-31.218,-71.697,11.2,2.5,Ml,60 km al SO de Punitaqui
26-01-04,08:38:00,26-01-04,11:38:00,-29.59,-72.989,26.7,3.6,Ml,172 km al O de La Serena
26-01-04,00:42:00,26-01-04,03:42:00,-28.809,-71.41,37,3.2,Ml,69 km al O de Vallenar
25-01-04,22:48:00,26-01-04,01:48:00,-34.147,-70.43,11.2,2.2,Ml,57 km al S de San José de Maipo
27-01-04,20:18:00,27-01-04,23:18:00,-30.862,-71.574,30.9,3.2,Mc,46 km al SO de Ovalle
27-01-04,20:02:00,27-01-04,23:02:00,-30.365,-68.673,0,5.1,Ml,131 km al N de San Juan.
27-01-04,19:36:00,27-01-04,22:36:00,-33.593,-70.392,15.6,2.1,Mc,28 km al S de Farellones
27-01-04,15:55:00,27-01-04,18:55:00,-35.689,-71.826,20.4,3.0,Mc,33 km al SO de Talca
27-01-04,13:53:00,27-01-04,16:53:00,-33.175,-70.305,4.7,2.9,Mc,35 km al E de Colina
27-01-04,13:00:00,27-01-04,16:00:00,-18.359,-70.628,57,5.8,Mw,55 km al SO de Tacna
27-01-04,07:57:00,27-01-04,10:57:00,-31.748,-70.132,141.9,3.5,Mc,79 km al E de Salamanca
27-01-04,06:54:00,27-01-04,09:54:00,-34.804,-70.491,134.2,2.6,Mc,52 km al SE de San Fernando
27-01-04,04:00:00,27-01-04,07:00:00,-32.023,-68.2,0,3.0,Ml,62 km al SE de San Juan.
27-01-04,03:00:00,27-01-04,06:00:00,-34.803,-70.953,103.4,2.2,Mc,33 km al NE de Curicó
27-01-04,02:42:00,27-01-04,05:42:00,-31.499,-69.518,140.1,2.9,Mc,95 km al O de San Juan
28-01-04,17:09:00,28-01-04,20:09:00,-33.944,-72.148,34,3.1,Mc,51 km al N de Pichilemu
28-01-04,13:22:00,28-01-04,16:22:00,-34.957,-69,9.1,3.4,Mc,182 km al SE de Rancagua
28-01-04,07:00:00,28-01-04,10:00:00,-33.329,-72.587,29.8,4.1,Mc,96 km al O de Valparaíso
28-01-04,01:06:00,28-01-04,04:06:00,-31.202,-69.58,150,2.9,Mc,108 km al O de San Juan
28-01-04,00:24:00,28-01-04,03:24:00,-31.334,-69.067,145,3.1,Mc,57 km al NO de San Juan
29-01-04,16:21:00,29-01-04,19:21:00,-32.141,-71.719,23.2,3.9,Mc,57 km al NO de La Ligua
29-01-04,13:25:00,29-01-04,16:25:00,-29.576,-71.341,51.2,3.6,Mc,37 km al N de La Serena
29-01-04,12:38:00,29-01-04,15:38:00,-33.53,-72.558,31.3,3.4,Ml,88 km al O de San Antonio
29-01-04,08:44:00,29-01-04,11:44:00,-33.028,-70.296,99.3,2.6,Mc,36 km al N de Farellones
29-01-04,08:21:00,29-01-04,11:21:00,-33.565,-72.638,37.2,3.8,Mc,95 km al O de San Antonio
29-01-04,06:48:00,29-01-04,09:48:00,6.275,126.887,218,5.7,Mb,14475 km al S de Puerto Williams
29-01-04,06:18:00,29-01-04,09:18:00,-33.537,-70.007,6.9,2.6,Mc,35 km al SE de Farellones
29-01-04,05:23:00,29-01-04,08:23:00,-31.313,-69.617,136.4,2.9,Mc,108 km al O de San Juan
29-01-04,03:26:00,29-01-04,06:26:00,-33.254,-70.141,108.5,2.2,Mc,47 km al NE de San José de Maipo
29-01-04,00:52:00,29-01-04,03:52:00,-50.255,-114.822,10,5.3,Mb,2883 km al O de Puerto Edén
28-01-04,23:53:00,29-01-04,02:53:00,-33.065,-70.581,87,2.2,Mc,26 km al S de Los Andes.
28-01-04,23:02:00,29-01-04,02:02:00,-31.405,-71.774,46.9,3.3,Mc,61 km al NO de Los Vilos
30-01-04,20:42:00,30-01-04,23:42:00,-33.127,-70.28,3.5,2.9,Mc,38 km al E de Colina
30-01-04,20:38:00,30-01-04,23:38:00,-33.136,-70.283,5.6,3.0,Mc,37 km al E de Colina
30-01-04,20:35:00,30-01-04,23:35:00,-34.553,-70.53,110.3,2.3,Mc,46 km al N de Termas del Flaco
30-01-04,15:24:00,30-01-04,18:24:00,-33.954,-71.414,50.1,2.5,Mc,39 km al E de Navidad
30-01-04,14:34:00,30-01-04,17:34:00,-33.599,-72.689,38.2,3.5,Mc,100 km al O de San Antonio
30-01-04,09:00:00,30-01-04,12:00:00,-31.184,-70.348,7.4,3.0,Ml,74 km al N de Mina Los Pelambres
30-01-04,08:31:00,30-01-04,11:31:00,-31.06,-71.381,55.7,5.1,Ml,38 km al N de Canela Baja
